"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 16 00:06:52 GMT 2024","Fri Aug 16 00:06:52 GMT 2024","2","","br.com.santocodigo.demotests.service.UserServiceTest","","br.com.santocodigo.demotests.service.UserServiceTest","shouldThrowExceptionWhenLoginWithNullPassword","shouldThrowExceptionWhenLoginWithNullPassword()",""
"passed","Fri Aug 16 00:06:52 GMT 2024","Fri Aug 16 00:06:52 GMT 2024","2","","br.com.santocodigo.demotests.service.UserServiceTest","","br.com.santocodigo.demotests.service.UserServiceTest","shouldThrowExceptionWhenLoginWithNullUser","shouldThrowExceptionWhenLoginWithNullUser()",""
"passed","Fri Aug 16 00:06:51 GMT 2024","Fri Aug 16 00:06:51 GMT 2024","12","","br.com.santocodigo.demotests.integration.UserIntegrationServiceTest","","br.com.santocodigo.demotests.integration.UserIntegrationServiceTest","shouldRetrieveTestUser","shouldRetrieveTestUser()",""
"passed","Fri Aug 16 00:06:52 GMT 2024","Fri Aug 16 00:06:52 GMT 2024","11","","br.com.santocodigo.demotests.integration.UserIntegrationTest","","br.com.santocodigo.demotests.integration.UserIntegrationTest","shouldLoginError","shouldLoginError()",""
"passed","Fri Aug 16 00:06:52 GMT 2024","Fri Aug 16 00:06:52 GMT 2024","2","","br.com.santocodigo.demotests.service.UserServiceTest","","br.com.santocodigo.demotests.service.UserServiceTest","shouldThrowExceptionWhenCreateUserWithNullArgument","shouldThrowExceptionWhenCreateUserWithNullArgument()",""
"passed","Fri Aug 16 00:06:52 GMT 2024","Fri Aug 16 00:06:52 GMT 2024","12","","br.com.santocodigo.demotests.integration.UserIntegrationTest","","br.com.santocodigo.demotests.integration.UserIntegrationTest","shouldCreateUser","shouldCreateUser()",""
"passed","Fri Aug 16 00:06:52 GMT 2024","Fri Aug 16 00:06:52 GMT 2024","165","","br.com.santocodigo.demotests.service.UserServiceTest","","br.com.santocodigo.demotests.service.UserServiceTest","shouldThrowExceptionWhenCreateWithNullPassword","shouldThrowExceptionWhenCreateWithNullPassword()",""
"passed","Fri Aug 16 00:06:52 GMT 2024","Fri Aug 16 00:06:52 GMT 2024","14","","br.com.santocodigo.demotests.integration.UserIntegrationTest","","br.com.santocodigo.demotests.integration.UserIntegrationTest","shouldRetrieveAllUsers","shouldRetrieveAllUsers()",""
"passed","Fri Aug 16 00:06:52 GMT 2024","Fri Aug 16 00:06:52 GMT 2024","2","","br.com.santocodigo.demotests.service.UserServiceTest","","br.com.santocodigo.demotests.service.UserServiceTest","shouldThrowExceptionWhenCreateWithNullEmail","shouldThrowExceptionWhenCreateWithNullEmail()",""
"passed","Fri Aug 16 00:06:52 GMT 2024","Fri Aug 16 00:06:52 GMT 2024","3","","br.com.santocodigo.demotests.service.UserServiceTest","","br.com.santocodigo.demotests.service.UserServiceTest","shouldLoginSuccessfully","shouldLoginSuccessfully()",""
"passed","Fri Aug 16 00:06:52 GMT 2024","Fri Aug 16 00:06:52 GMT 2024","2","","br.com.santocodigo.demotests.service.UserServiceTest","","br.com.santocodigo.demotests.service.UserServiceTest","shouldCreateUser","shouldCreateUser()",""
"passed","Fri Aug 16 00:06:52 GMT 2024","Fri Aug 16 00:06:52 GMT 2024","241","","br.com.santocodigo.demotests.integration.UserIntegrationTest","","br.com.santocodigo.demotests.integration.UserIntegrationTest","shouldLogin","shouldLogin()",""
"passed","Fri Aug 16 00:06:50 GMT 2024","Fri Aug 16 00:06:51 GMT 2024","594","","br.com.santocodigo.demotests.DemotestsApplicationTest","","br.com.santocodigo.demotests.DemotestsApplicationTest","main","main()",""
"passed","Fri Aug 16 00:06:52 GMT 2024","Fri Aug 16 00:06:52 GMT 2024","2","","br.com.santocodigo.demotests.service.UserServiceTest","","br.com.santocodigo.demotests.service.UserServiceTest","shouldThrowExceptionWhenLoginWithNullEmail","shouldThrowExceptionWhenLoginWithNullEmail()",""
"passed","Fri Aug 16 00:06:52 GMT 2024","Fri Aug 16 00:06:52 GMT 2024","1","","br.com.santocodigo.demotests.service.UserServiceTest","","br.com.santocodigo.demotests.service.UserServiceTest","shouldRetrieveEmptyListOfUser","shouldRetrieveEmptyListOfUser()",""
"passed","Fri Aug 16 00:06:52 GMT 2024","Fri Aug 16 00:06:52 GMT 2024","1","","br.com.santocodigo.demotests.service.UserServiceTest","","br.com.santocodigo.demotests.service.UserServiceTest","shouldLoginFailWhenUserNotFound","shouldLoginFailWhenUserNotFound()",""
"passed","Fri Aug 16 00:06:52 GMT 2024","Fri Aug 16 00:06:52 GMT 2024","27","","br.com.santocodigo.demotests.service.UserServiceTest","","br.com.santocodigo.demotests.service.UserServiceTest","shouldRetrieveUser","shouldRetrieveUser()",""
